Drug Type,Country,Year,Best,High,Male,Female,Low,Age,Source,Method,Adjustment,Specific notes,Sub-region,Region
Non medical use of pharmaceutical stimulants,Canada,2013,0.2,,,,,15-64,ARQ,HHS,,,North America,Americas
Non medical use of pharmaceutical stimulants,Canada,2012,0.7,,0.7,,,15-64,ARQ,,z**,,North America,Americas
Non medical use of pharmaceutical stimulants,Chile,2018,0.19,,0.17,0.22,,15-64,ARQ,HHS,,,South America,Americas
Non medical use of pharmaceutical stimulants,Chile,2016,0.25,,0.35,0.15,,15-64,ARQ,HHS,,,South America,Americas
Non medical use of pharmaceutical stimulants,Chile,2014,0.14,,0.17,0.12,,15-64,ARQ,HHS,z**,,South America,Americas
Non medical use of pharmaceutical stimulants,Chile,2012,0.25,,0.1,0.4,,15-64,ARQ,HHS,z**,,South America,Americas
Non medical use of pharmaceutical stimulants,Chile,2010,0.14,,,,,15-64,ARQ,,z**,,South America,Americas
Non medical use of pharmaceutical stimulants,Colombia,2013,0.04,,0.07,0.01,,12-65,ARQ,HHS,z**,,South America,Americas
Non medical use of pharmaceutical stimulants,Colombia,2008,0.06,,0.06,0.05,,12-65,ARQ/Government source,HHS,,,South America,Americas
Non medical use of pharmaceutical stimulants,Costa Rica,2015,1.71,,1.8,1.62,,12-64,OAS,HHS,,,Central America,Americas
Non medical use of pharmaceutical stimulants,Costa Rica,2010,1.1,,1.3,0.9,,15-64,ARQ,HHS,z**,,Central America,Americas
Non medical use of pharmaceutical stimulants,Costa Rica,2006,1.3,,,,,12-70,ARQ,,z**,,Central America,Americas
Non medical use of pharmaceutical stimulants,Ecuador,2007,0.1,,,,,12-65,ARQ,,z**,,South America,Americas
Non medical use of pharmaceutical stimulants,El Salvador,2014,0.36,0.54,0.54,0.23,0.24,12-65,Government source,HHS,z**,,Central America,Americas
Non medical use of pharmaceutical stimulants,New Zealand,2008,0.5,0.7,0.7,0.4,0.3,16-64,Government source,HHS,z**,2007/08 New Zealand Alcohol and Drug Use Survey,Australia and New Zealand,Oceania
Non medical use of pharmaceutical stimulants,Nigeria,2017,0.156281887,0.477487186,,,0,15-64,Government/UNODC,HHS/I,,Prescription amphetamines,West and Central Africa,Africa
Non medical use of pharmaceutical stimulants,Pakistan,2012,0.1,,0.1,0.13,,15-64,Government source/UNODC,HHS,,,Near and Middle East/South-West Asia,Asia
Non medical use of pharmaceutical stimulants,Panama,2015,0.05,,0.06,0.04,,12-65,ARQ,HHS,,Urban areas,Central America,Americas
Non medical use of pharmaceutical stimulants,Peru,2010,0.11,,,,,12-65,ARQ,,z**,,South America,Americas
Non medical use of pharmaceutical stimulants,Peru,2006,0.2,,,,,12-65,ARQ,HHS,z**,,South America,Americas
Non medical use of pharmaceutical stimulants,United States of America,2018,2.4,,2.6,2.1,,15-64,ARQ,HHS,,,North America,Americas
Non medical use of pharmaceutical stimulants,United States of America,2017,2.7,,3.3,2.2,,15-64,ARQ,HHS,,,North America,Americas
Non medical use of pharmaceutical stimulants,United States of America,2016,2.6,,2.8,2.4,,15-64,ARQ,HHS,,,North America,Americas
Non medical use of pharmaceutical stimulants,United States of America,2015,2.5,,2.9,2.1,,15-64,ARQ,HHS,,Data not directly comparable to previous years.,North America,Americas
Non medical use of pharmaceutical stimulants,United States of America,2014,1.6,,1.8,1.5,,15-64,ARQ,HHS,z**,Amphetamine,North America,Americas
Non medical use of pharmaceutical stimulants,United States of America,2012,1.6,,,,,15-64,ARQ,HHS,z**,,North America,Americas
Non medical use of pharmaceutical stimulants,United States of America,2011,1.3,,,,,15-64,ARQ,HHS,z**,,North America,Americas
Non medical use of pharmaceutical stimulants,Uruguay,2018,0.2,,0.2,0.1,,15-65,ARQ,HHS,,,South America,Americas
Non medical use of pharmaceutical stimulants,Uruguay,2014,0.03,,0.04,0.02,,15-65,ARQ,HHS,z**,,South America,Americas
Non medical use of pharmaceutical stimulants,Uruguay,2006,0.3,,,,,15-64,ARQ,,z**,,South America,Americas
Non medical use of pharmaceutical stimulants,Venezuela (Bolivarian Republic of),2011,0.37,,,,,12-65,ARQ,,z**,,South America,Americas
Tranquillizers and sedatives,Afghanistan,2003,0.8,,,0.1,,15-64,UNODC/ Govt. Source,HHS,,,Near and Middle East/South-West Asia,Asia
Tranquillizers and sedatives,Albania,2014,8.5,,7.7,9.2,,15-64,ARQ,HHS,,,South-Eastern Europe,Europe
Tranquillizers and sedatives,Algeria,2010,0.59,,0.54,0.63,,12+,ARQ,HHS,,,North Africa,Africa
Tranquillizers and sedatives,Argentina,2017,0.75,,0.6,0.89,,15-64,ARQ,HHS,,,South America,Americas
Tranquillizers and sedatives,Argentina,2011,1.3,,1.2,1.4,,16-65,ARQ,HHS,,,South America,Americas
Tranquillizers and sedatives,Argentina,2010,1.3,,1,1.6,,12-65,ARQ,HHS,,,South America,Americas
Tranquillizers and sedatives,Australia,2016,1.6,,,,,14+,ARQ,HHS,,,Australia and New Zealand,Oceania
Tranquillizers and sedatives,Australia,2014,1.6,,1.8,1.5,,14+,Government source,HHS,,,Australia and New Zealand,Oceania
Tranquillizers and sedatives,Australia,2010,1.5,,1.4,1.5,,14+,ARQ,HHS,,,Australia and New Zealand,Oceania
Tranquillizers and sedatives,Austria,2015,8.9,,8.1,9.8,,15-64,Government source,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Bolivia (Plurinational State of),2018,2.05,,1.97,2.11,,12-65,ARQ,HHS,,Tranquillizers,South America,Americas
Tranquillizers and sedatives,Bolivia (Plurinational State of),2014,1.87,,2.07,1.71,,12-65,ARQ,HHS,,,South America,Americas
Tranquillizers and sedatives,Bolivia (Plurinational State of),2007,2.6,,2,3.1,,12-65,ARQ,HHS,,,South America,Americas
Tranquillizers and sedatives,Brazil,2005,2.1,,,,,15-64,ARQ,HHS,,Benzodiazepines,South America,Americas
Tranquillizers and sedatives,Bulgaria,2016,7.7,,10.6,5,,15-64,ARQ,HHS,,,South-Eastern Europe,Europe
Tranquillizers and sedatives,Bulgaria,2012,4.8,,3,6.7,,15-64,ARQ,HHS,,,South-Eastern Europe,Europe
Tranquillizers and sedatives,Bulgaria,2008,5.2,,3.2,7.2,,15-64,ARQ,HHS,,,South-Eastern Europe,Europe
Tranquillizers and sedatives,Canada,2017,0.2,,0.2,,,15+,ARQ,HHS,,,North America,Americas
Tranquillizers and sedatives,Canada,2015,0.35,,,,,15-64,ARQ,HHS,,,North America,Americas
Tranquillizers and sedatives,Canada,2009,0.2,,,0.2,,15-64,ARQ,HHS,,,North America,Americas
Tranquillizers and sedatives,Chile,2018,1.44,,1.18,1.69,,15-64,ARQ,HHS,,,South America,Americas
Tranquillizers and sedatives,Chile,2016,1.77,,1.54,2.01,,15-64,ARQ,HHS,,Benzodiazepines,South America,Americas
Tranquillizers and sedatives,Chile,2014,1.2,,0.97,1.43,,15-64,ARQ,HHS,,,South America,Americas
Tranquillizers and sedatives,Chile,2012,1.53,,1.33,1.71,,15-64,ARQ,HHS,,,South America,Americas
Tranquillizers and sedatives,"China, Hong Kong SAR",2013,0.02,,0.03,0.01,,11-64,ARQ,HHS,,,East and South-East Asia,Asia
Tranquillizers and sedatives,"China, Hong Kong SAR",2012,0.02,,0.04,0.01,,15-64,ARQ,HHS,,,East and South-East Asia,Asia
Tranquillizers and sedatives,Colombia,2013,0.53,,0.55,0.51,,12-65,Government source,HHS,,,South America,Americas
Tranquillizers and sedatives,Colombia,2008,0.52,,0.52,0.52,,12-65,ARQ/Government,HHS,,,South America,Americas
Tranquillizers and sedatives,Colombia,2003,1.2,,1.7,0.9,,18-65,ARQ/UNODC,HHS,,,South America,Americas
Tranquillizers and sedatives,Costa Rica,2015,0.74,,0.73,0.74,,12-70,ARQ,HHS,,,Central America,Americas
Tranquillizers and sedatives,Costa Rica,2015,2.01,,1.92,2.1,,12-64,ARQ,HHS,,,Central America,Americas
Tranquillizers and sedatives,Costa Rica,2010,1.15,,1,1.31,,12-70,ARQ,HHS,,,Central America,Americas
Tranquillizers and sedatives,Croatia,2015,17.3,,13.1,21.5,,15-64,ARQ,HHS,,,South-Eastern Europe,Europe
Tranquillizers and sedatives,Croatia,2011,16.2,,11.4,20.9,,15-64,ARQ,HHS,,,South-Eastern Europe,Europe
Tranquillizers and sedatives,Cyprus,2016,4,,2.9,4.9,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Cyprus,2012,4.2,,3,5.3,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Czechia,2015,19.5,,17.3,21.9,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Czechia,2014,18.3,,15.5,21.2,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Czechia,2013,12.3,,12.6,12.1,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Ecuador,2007,1.5,,,,,12-65,ARQ,HHS,,,South America,Americas
Tranquillizers and sedatives,El Salvador,2014,1.76,,1.52,1.94,,12-65,ARQ,HHS,,,Central America,Americas
Tranquillizers and sedatives,El Salvador,2006,1.42,,,1.42,,12-70,ARQ,HHS,,,Central America,Americas
Tranquillizers and sedatives,Estonia,2018,0.49,,0.88,0.23,,16-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Finland,2014,1.8,,2.2,1.4,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Finland,2010,2.3,,2.2,2.4,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Germany,2012,5.4,,4.6,6.2,,18-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Germany,2009,4.3,,3.7,4.9,,18-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Greece,2004,0.7,,,1,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Greece,1998,0.3,,,0.1,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Guatemala,2005,2.9,,,3.16,,15-64,ARQ,HHS,,,Central America,Americas
Tranquillizers and sedatives,Hungary,2015,9.52,,6.07,12.29,,18-64,Government source,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Hungary,2007,13.1,,,19,,18-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,India,2018,2.07,,,,,15-64,ARQ,HHS,,,South Asia,Asia
Tranquillizers and sedatives,Indonesia,2015,0.19,,0.35,0.05,,10-60,ARQ,HHS,,20 of 34 provinces. Includes benzodiazepines and barbiturates.,East and South-East Asia,Asia
Tranquillizers and sedatives,Indonesia,2012,0.84,,0.76,1.15,,15-60,ARQ,HHS,,,East and South-East Asia,Asia
Tranquillizers and sedatives,Ireland,2015,6.1,,4.4,7.7,,15-64,ARQ,HHS,,Data for 2014-15.,Western and Central Europe,Europe
Tranquillizers and sedatives,Israel,2016,1,,1,0.9,,18-65,ARQ,HHS,,Benzodiazepines,Near and Middle East/South-West Asia,Asia
Tranquillizers and sedatives,Israel,2009,2.79,,3.1,2.67,,18-40,ARQ,HHS,,,Near and Middle East/South-West Asia,Asia
Tranquillizers and sedatives,Israel,2005,1.9,,,,,18-40,ARQ,HHS,,,Near and Middle East/South-West Asia,Asia
Tranquillizers and sedatives,Italy,2013,13.8,,10.4,17.1,,15-64,Government source,HHS,,Data refers to 2013/14,Western and Central Europe,Europe
Tranquillizers and sedatives,Italy,2012,3.85,,2.94,4.63,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Jamaica,2001,0.1,,,0.2,,12-55,ARQ,HHS,,,Caribbean,Americas
Tranquillizers and sedatives,Japan,2017,5.6,,,,,15-64,ARQ,HHS,,,East and South-East Asia,Asia
Tranquillizers and sedatives,Kenya,2016,0,,0,0,,15-64,ARQ,HHS,,,East Africa,Africa
Tranquillizers and sedatives,Latvia,2011,7.2,,4.3,10,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Latvia,2007,6.5,,5.1,7.8,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Lithuania,2016,13.4,,7.7,18.7,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Lithuania,2012,11.1,,6.5,15.5,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Lithuania,2008,11.85,,7.5,15.6,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Lithuania,2004,11.2,,7.3,14.8,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Malta,2008,0.9,,,1,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Mexico,2016,0.3,,0.3,0.3,,12-65,ARQ,HHS,,,North America,Americas
Tranquillizers and sedatives,Mexico,2011,0.3,,0.3,0.2,,12-65,ARQ,HHS,,,North America,Americas
Tranquillizers and sedatives,Mexico,2008,6.8,,,,,12-65,ARQ,HHS,,,North America,Americas
Tranquillizers and sedatives,Montenegro,2017,11.6,,12.5,10.6,,15-64,ARQ,HHS,,,South-Eastern Europe,Europe
Tranquillizers and sedatives,Morocco,2004,0.18,,,,,15+,ARQ/Government,HHS,,,North Africa,Africa
Tranquillizers and sedatives,Myanmar,2002,0.13,,,,,15-64,ARQ,HHS,,,East and South-East Asia,Asia
Tranquillizers and sedatives,Netherlands,2016,10.5,,7.5,13.4,,18+,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Netherlands,2015,0.5,,0.2,0.8,,18+,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Netherlands,2014,0.5,,0.2,0.8,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Netherlands,2009,10.1,,7.2,13.1,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,New Zealand,2008,1.7,,2.4,1.1,,16-64,Government source,HHS,,"Includes prescription sedatives, kava, and GHB",Australia and New Zealand,Oceania
Tranquillizers and sedatives,Nigeria,2017,0.486875963,,,,,15-64,Government/UNODC,HHS/I,,,West and Central Africa,Africa
Tranquillizers and sedatives,North Macedonia,2008,10,,,70,,15-64,ARQ,HHS,,,South-Eastern Europe,Europe
Tranquillizers and sedatives,Norway,2015,4.3,,3.1,5.5,,16-64,ARQ,HHS,,Benzodiazepines,Western and Central Europe,Europe
Tranquillizers and sedatives,Norway,2014,4.5,,3.9,5.2,,16-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Pakistan,2012,1.4,,1.3,1.5,,15-64,Government/UNODC,HHS/I,,,Near and Middle East/South-West Asia,Asia
Tranquillizers and sedatives,Pakistan,2001,2,,,,,18-40,ARQ,HHS,,,Near and Middle East/South-West Asia,Asia
Tranquillizers and sedatives,Panama,2015,0.75,,0.67,0.82,,12-65,ARQ,HHS,,Urban areas,Central America,Americas
Tranquillizers and sedatives,Peru,2010,1.29,,1.08,1.46,,12-65,ARQ,HHS,,,South America,Americas
Tranquillizers and sedatives,Peru,2006,2.98,,2.44,3.4,,15-74,ARQ,HHS,,,South America,Americas
Tranquillizers and sedatives,Poland,2019,3.4,,2.5,4.3,,15-64,ARQ,HHS,,Data refers to 2018/19,Western and Central Europe,Europe
Tranquillizers and sedatives,Poland,2016,1.9,,1.4,2.4,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Poland,2012,2.2,,1.4,3,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Poland,2010,3.3,,2.2,4.3,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Portugal,2017,0.6,,0.5,0.6,,15-64,ARQ,HHS,,Data refers to 2016/17.,Western and Central Europe,Europe
Tranquillizers and sedatives,Portugal,2012,0.6,,0.6,0.6,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Portugal,2007,12,,6.3,17.5,,15-64,ARQ,HHS,,Includes medical and non-medical use. Not comparable with data for later years,Western and Central Europe,Europe
Tranquillizers and sedatives,Republic of Moldova,2011,0.5,,0.49,0.01,,15-55,ARQ,HHS,,,Eastern Europe,Europe
Tranquillizers and sedatives,Romania,2016,1.9,,1.6,2.2,,15-64,ARQ,HHS,,,South-Eastern Europe,Europe
Tranquillizers and sedatives,Romania,2013,0.7,,1.1,0.4,,15-64,ARQ,HHS,,,South-Eastern Europe,Europe
Tranquillizers and sedatives,Romania,2010,2.1,,1.2,3,,,ARQ,HHS,,,South-Eastern Europe,Europe
Tranquillizers and sedatives,Slovakia,2006,4,,,4.2,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Slovakia,2004,6.1,,,6.4,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Spain,2017,1.3,,1.2,1.4,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Spain,2015,2.3,,1.6,2.9,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Spain,2013,1.2,,1.1,1.3,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Spain,2011,1.2,,1.1,1.2,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Suriname,2013,1.35,,,,,12-65,UNODC Estimate/ARQ,HHS,,Includes Benzodiazepines and barbiturates.,South America,Americas
Tranquillizers and sedatives,Sweden,2013,2.78,,2.7,2.86,,17-64,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Sweden,2003,2,,,2,,16-24,ARQ,HHS,,,Western and Central Europe,Europe
Tranquillizers and sedatives,Tunisia,2013,0.52,,,,,15-64,ARQ,HHS,,,North Africa,Africa
Tranquillizers and sedatives,Turkey,2011,5.1,,3,7.2,,15-64,ARQ,HHS,,,South-Eastern Europe,Europe
Tranquillizers and sedatives,United Kingdom (England and Wales),2018,0.4,,0.57,0.23,,16-59,Government source,HHS,,Data refers to 2018/19. Crime Survey for England and Wales.,Western and Central Europe,Europe
Tranquillizers and sedatives,United Kingdom (England and Wales),2017,0.6,,0.75,0.46,,16-59,Government source,HHS,,Data refers to 2017/18.,Western and Central Europe,Europe
Tranquillizers and sedatives,United Kingdom (England and Wales),2016,0.4,,0.5,0.4,,16-59,Government source,HHS,,Data refers to 2016/17.,Western and Central Europe,Europe
Tranquillizers and sedatives,United Kingdom (England and Wales),2015,0.4,,0.5,0.3,,16-59,ARQ,HHS,,Data refers to 2015/16.,Western and Central Europe,Europe
Tranquillizers and sedatives,United Kingdom (England and Wales),2014,0.5,,0.7,0.4,,16-59,ARQ,HHS,,Data refers to 2014/15. Crime Survey for England and Wales.,Western and Central Europe,Europe
Tranquillizers and sedatives,United Kingdom (Northern Ireland),2014,10.3,,9.6,10.9,,15-64,Government source,HHS,,Data refers to 2014/15. All Ireland Drug Prevalence Survey 2014/15.,Western and Central Europe,Europe
Tranquillizers and sedatives,United Kingdom (Scotland),2014,0.6,,0.93,0.28,,16-64,Government source,HHS,,Data refers to 2014/15,Western and Central Europe,Europe
Tranquillizers and sedatives,United Kingdom (Scotland),2012,0.8,,1.4,0.2,,16-64,Government source,HHS,,Data refers to 2012/13,Western and Central Europe,Europe
Tranquillizers and sedatives,United States of America,2018,2.9,,3,2.7,,15-64,ARQ,HHS,,,North America,Americas
Tranquillizers and sedatives,United States of America,2017,3,,3.1,2.9,,15-64,ARQ,HHS,,,North America,Americas
Tranquillizers and sedatives,United States of America,2016,3.1,,3,3.2,,15-64,ARQ,HHS,,,North America,Americas
Tranquillizers and sedatives,United States of America,2015,3.1,,3.2,3.1,,15-64,ARQ,HHS,,Includes benzodiazepines and barbiturates. Not directly comparable to previous years.,North America,Americas
Tranquillizers and sedatives,United States of America,2014,2.6,,2.7,2.5,,15-64,ARQ,HHS,,,North America,Americas
Tranquillizers and sedatives,Uruguay,2018,2.7,,2.3,3.1,,15-65,ARQ,HHS,,Benzodiazepines,South America,Americas
Tranquillizers and sedatives,Uruguay,2014,2.2,,2,2.5,,15-65,ARQ,HHS,,Benzodiazepines,South America,Americas
Tranquillizers and sedatives,Uruguay,2011,1.3,,1.2,1.03,,15-65,ARQ,HHS,,,South America,Americas
